,Name,Club,Country,League,Overall Rating,Position,Skill,Weak Foot,Work Rate,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Base Stats,In Game Stats
1798,Lukas Podolski,Vissel Kobe,Germany,Meiji Yasuda J1 League,75,CAM,4,3,M / L,70,79,74,75,46,77,182,421,2027
1799,José de Jesús Corona,Cruz Azul,Mexico,LIGA Bancomer MX,75,GK,1,3,M / M,72,77,68,73,41,78,184,409,888
1800,Jorge Valdivia,CD Viñazur,Chile,Campeonato Scotiabank,75,CAM,4,4,M / M,59,65,76,76,40,62,173,378,1842
1801,Scott Dann,Crystal Palace,England,Premier League,75,CB,2,3,L / M,32,40,48,49,76,65,188,310,1505
1802,Salvador Sevilla López,RCD Mallorca,Spain,LaLiga Santander,75,CM,3,3,M / M,46,70,80,71,48,60,178,375,1858
1803,Alaixys Romao,Stade de Reims,Togo,Ligue 1 Conforama,75,CDM,3,3,M / H,53,55,65,70,75,79,180,397,1913
1804,Faris Haroun,Royal Antwerp FC,Belgium,Belgium Pro League,75,CDM,3,3,H / H,55,68,65,68,74,82,188,412,1980
1805,Daniel Congré,Montpellier Hérault SC,France,Ligue 1 Conforama,75,CB,2,3,M / M,52,31,61,64,76,75,185,359,1659
1806,Lior Refaelov,Royal Antwerp FC,Israel,Belgium Pro League,75,CAM,4,4,H / H,69,73,73,76,46,53,175,390,1930
1807,Cássio,Al Taawoun,Brazil,Saudi Professional League,75,GK,1,2,M / M,76,74,68,75,34,73,185,400,884
1808,Gonzalo Castro,VfB Stuttgart,Germany,Bundesliga 2,75,CM,3,4,M / M,56,69,77,76,66,62,172,406,2021
1809,Barragán,Real Betis,Spain,LaLiga Santander,75,RB,3,3,H / M,70,52,67,69,73,74,183,405,1933
1810,Darren Randolph,Middlesbrough,Republic of Ireland,EFL Championship,75,GK,1,3,M / M,76,72,67,76,41,73,188,405,869
1811,Diego Buonanotte,Universidad Católica,Argentina,Campeonato Scotiabank,75,CAM,4,4,M / L,84,67,72,78,30,39,161,370,1816
1812,Hugo Ayala,Tigres U.A.N.L.,Mexico,LIGA Bancomer MX,75,CB,2,2,L / H,57,55,60,58,76,72,183,378,1787
1813,Matías Fritzler,Colón de Santa Fe,Argentina,SAF,75,CDM,2,3,M / H,52,51,65,66,74,76,179,384,1855
1814,Jonas Lössl,Everton,Denmark,Premier League,75,GK,1,2,M / M,74,76,67,77,29,74,195,397,809
1815,Andrew Surman,Bournemouth,England,Premier League,75,CM,3,4,L / M,52,65,75,70,66,66,178,394,1937
1816,Adrian Mariappa,Watford,Jamaica,Premier League,75,CB,2,3,M / M,55,34,57,62,76,70,180,354,1682
1817,Sven Kums,KAA Gent,Belgium,Belgium Pro League,75,CM,3,4,M / H,58,66,76,74,70,68,175,412,2050
1818,Manuel da Costa,Al Ittihad,Morocco,Saudi Professional League,75,CB,2,3,M / H,55,45,51,52,75,80,191,358,1650
1819,Kiko Casilla,Leeds United,Spain,EFL Championship,75,GK,1,2,M / M,74,76,72,74,42,73,190,411,1016
1820,Martin Harnik,SV Werder Bremen,Austria,Bundesliga,75,ST,3,4,H / M,72,74,68,72,46,76,186,408,1968
1821,William Vainqueur,Toulouse Football Club,France,Ligue 1 Conforama,75,CDM,3,3,M / M,65,57,67,71,72,81,179,413,1927
1822,Danny Vukovic,KRC Genk,Australia,Belgium Pro League,75,GK,1,2,M / M,74,70,63,77,53,78,188,415,875
1823,Alexandru Epureanu,Medipol Başakşehir FK,Moldova,Süper Lig,75,CB,2,2,L / M,44,53,55,56,77,75,189,360,1676
1824,Andrea Ranocchia,Inter,Italy,Serie A TIM,75,CB,2,3,L / M,32,32,57,59,78,70,195,328,1558
1825,Carlos Sánchez,West Ham United,Colombia,Premier League,75,CDM,3,3,M / M,60,58,70,68,74,73,182,403,1902
1826,Håvard Nordtveit,TSG 1899 Hoffenheim,Norway,Bundesliga,75,CB,2,3,M / M,49,53,71,66,75,75,188,389,1900
1827,Fin Bartels,SV Werder Bremen,Germany,Bundesliga,75,RM,4,3,H / M,73,70,73,79,44,48,176,387,1872
1828,Sten Michael Grytebust,FC København,Norway,Superliga,75,GK,1,2,M / M,75,71,66,79,43,74,185,408,887
1829,Konstantinos Mitroglou,PSV,Greece,Eredivisie,75,ST,3,3,M / M,53,76,65,65,20,78,188,357,1731
1830,Lamine Koné,RC Strasbourg Alsace,Côte d'Ivoire,Ligue 1 Conforama,75,CB,2,3,L / H,56,38,50,56,74,79,189,353,1616
1831,Christian Benteke,Crystal Palace,Belgium,Premier League,75,ST,2,3,M / L,58,74,61,65,32,72,190,362,1750
1832,Sebastien Dewaest,KRC Genk,Belgium,Belgium Pro League,75,CB,2,2,M / H,51,41,46,40,75,81,188,334,1538
1833,Romain Thomas,Angers SCO,France,Ligue 1 Conforama,75,CB,2,3,M / H,45,33,53,49,76,72,193,328,1587
1834,Matteo Darmian,Manchester United,Italy,Premier League,75,LB,3,5,L / H,69,58,66,74,77,67,182,411,1958
1835,Luis Montes,Club León,Mexico,LIGA Bancomer MX,75,CM,3,3,H / H,64,69,74,77,58,67,166,409,2004
1836,Joe Allen,Stoke City,Wales,EFL Championship,75,CM,3,3,H / H,67,65,72,76,73,73,168,426,2073
1837,Ismaël Traoré,Angers SCO,Côte d'Ivoire,Ligue 1 Conforama,75,CB,2,2,M / M,51,32,57,51,74,80,184,345,1680
1838,Rodolfo Cota,Club León,Mexico,LIGA Bancomer MX,75,GK,1,2,M / M,75,70,67,78,59,79,183,428,972
1839,Matt Ritchie,Newcastle United,Scotland,Premier League,75,LWB,4,4,H / M,73,74,76,76,65,69,172,433,2097
1840,Bernardo Espinosa,RCD Espanyol,Colombia,LaLiga Santander,75,CB,2,3,M / H,45,44,59,51,73,76,192,348,1673
1841,Jorge Hernández,Pachuca,Mexico,LIGA Bancomer MX,75,CDM,3,3,M / H,68,60,71,69,70,78,171,416,2028
1842,Matt Phillips,West Bromwich Albion,Scotland,EFL Championship,75,RM,4,4,M / M,82,70,71,75,43,70,183,411,1889
1843,James McCarthy,Crystal Palace,Republic of Ireland,Premier League,75,CDM,3,4,M / H,58,60,73,73,74,65,180,403,1968
1844,Mubarak Wakaso,D. Alavés,Ghana,LaLiga Santander,75,CM,3,2,H / H,83,66,72,76,71,76,171,444,2098
1845,Volkan Babacan,Medipol Başakşehir FK,Turkey,Süper Lig,75,GK,1,2,M / M,75,74,68,75,49,77,192,418,948
1846,Cristian Álvarez,R. Zaragoza,Argentina,LaLiga 1 I 2 I 3,75,GK,1,3,M / M,75,73,71,78,45,76,186,418,884
1847,Francesco Caputo,Sassuolo,Italy,Serie A TIM,75,ST,3,4,H / L,84,76,58,72,29,67,181,386,1823
1848,Yannick Bolasie,Everton,Congo DR,Premier League,75,LM,5,4,M / L,81,69,69,79,34,75,188,407,1897
1849,João Aurélio,Moreirense FC,Portugal,Liga NOS,75,RB,3,3,H / M,62,62,72,73,75,75,182,419,2023
1850,Junior Stanislas,Bournemouth,England,Premier League,75,LM,3,3,H / M,75,70,73,75,36,55,183,384,1811
1851,Aleksandar Prijovic,Al Ittihad,Serbia,Saudi Professional League,75,ST,3,3,H / L,70,73,55,69,35,79,191,381,1777
1852,Quique,SD Eibar,Spain,LaLiga Santander,75,ST,3,3,H / M,74,75,65,73,43,66,175,396,1918
1853,Yannis Salibur,RCD Mallorca,France,LaLiga Santander,75,RM,4,4,H / M,87,73,70,76,40,64,177,410,1945
1854,Mert Günok,Medipol Başakşehir FK,Turkey,Süper Lig,75,GK,1,2,M / M,73,72,79,75,55,76,196,430,969
1855,Damien Le Tallec,Montpellier Hérault SC,France,Ligue 1 Conforama,75,CDM,2,4,M / H,67,62,66,70,76,75,187,416,1955
1856,Luigi Sepe,Parma,Italy,Serie A TIM,75,GK,1,2,M / M,74,76,61,79,49,73,185,412,875
1857,Dídac Vilà,RCD Espanyol,Spain,LaLiga Santander,75,LB,3,3,H / M,71,51,68,72,73,75,185,410,1919
1858,Mats Rits,Club Brugge KV,Belgium,Belgium Pro League,75,CM,3,5,M / H,67,63,73,70,71,74,178,418,1994
1859,Maya Yoshida,Southampton,Japan,Premier League,75,CB,2,4,M / H,55,41,51,63,76,72,189,358,1721
1860,Valon Berisha,Lazio,Kosovo,Serie A TIM,75,LM,4,4,H / M,79,70,71,77,57,77,176,431,2052
1861,Paul Lasne,Stade Brestois 29,France,Ligue 1 Conforama,75,CM,3,3,H / M,65,72,73,73,72,75,186,430,2051
1862,Javier Aquino,Tigres U.A.N.L.,Mexico,LIGA Bancomer MX,75,LM,4,4,H / M,88,66,70,79,40,51,168,394,1903
1863,Artur Ionita,Cagliari,Moldova,Serie A TIM,75,CM,3,4,M / H,64,68,72,70,75,78,184,427,2070
1864,Gaëtan Charbonnier,Stade Brestois 29,France,Ligue 1 Conforama,75,ST,3,3,H / M,46,74,63,74,35,72,188,364,1767
1865,Emanuele Giaccherini,Chievo Verona,Italy,Calcio B,75,CAM,4,4,H / M,68,69,73,80,61,61,167,412,2040
1866,Neil Etheridge,Cardiff City,Philippines,EFL Championship,75,GK,1,3,M / M,77,67,61,77,51,76,191,409,943
1867,Martin Braithwaite,CD Leganés,Denmark,LaLiga Santander,75,ST,4,4,M / H,75,74,69,76,35,75,177,404,1955
1868,Hanno Behrens,1. FC Nürnberg,Germany,Bundesliga 2,75,CM,3,2,H / H,67,71,65,70,75,81,188,429,2036
1869,Xavier Chavalerin,Stade de Reims,France,Ligue 1 Conforama,75,CDM,3,3,M / M,67,62,72,71,68,72,179,412,1955
1870,Alper Potuk,Fenerbahçe SK,Turkey,Süper Lig,75,CAM,3,4,H / M,79,65,71,77,52,70,177,414,1958
1871,Rafał Gikiewicz,1. FC Union Berlin,Poland,Bundesliga,75,GK,1,2,M / M,76,73,75,78,27,74,190,403,805
1872,Yuto Nagatomo,Galatasaray SK,Japan,Süper Lig,75,LB,3,5,H / H,81,49,66,70,72,65,170,403,1920
1873,Tiago Pinto,MKE Ankaragücü,Portugal,Süper Lig,75,LB,3,2,H / H,82,60,70,76,70,70,177,428,2047
1874,Florian Kainz,1. FC Köln,Austria,Bundesliga,75,LM,4,5,M / M,80,70,70,79,37,57,176,393,1850
1875,Javi López,RCD Espanyol,Spain,LaLiga Santander,75,RB,3,3,M / M,66,53,70,71,71,72,180,403,1942
1876,Charlie Austin,West Bromwich Albion,England,EFL Championship,75,ST,2,2,M / L,52,77,57,68,37,69,188,360,1794
1877,José Pedro Fuenzalida,Universidad Católica,Chile,Campeonato Scotiabank,75,RW,3,4,H / H,90,63,71,79,64,64,170,431,2037
1878,Giannelli Imbula,Stoke City,France,EFL Championship,75,CM,4,2,M / L,68,60,71,78,60,75,186,412,1898
1879,Ximo Navarro,D. Alavés,Spain,LaLiga Santander,75,CB,2,3,M / M,75,47,66,68,74,77,176,407,1924
1880,Franco Jara,Pachuca,Argentina,LIGA Bancomer MX,75,ST,3,3,M / M,77,75,67,74,30,67,180,390,1861
1881,Dominick Drexler,1. FC Köln,Germany,Bundesliga,75,CAM,3,3,H / H,75,63,72,77,40,57,182,384,1824
1882,Zakaria Labyad,Ajax,Morocco,Eredivisie,75,CAM,4,5,M / L,73,74,74,78,36,57,175,392,1904
1883,Danilo D'Ambrosio,Inter,Italy,Serie A TIM,75,RB,3,3,M / M,68,55,65,71,78,70,180,407,1977
1884,Sergio Álvarez,SD Eibar,Spain,LaLiga Santander,75,CDM,3,3,M / M,64,66,68,69,70,78,183,415,1970
1885,Matthew Lowton,Burnley,England,Premier League,75,RB,2,3,H / H,67,61,73,72,75,74,181,422,2027
1886,Emre Çolak,Al Wehda,Turkey,Saudi Professional League,75,CAM,4,3,M / M,67,69,76,77,43,49,169,381,1897
1887,Nicolás Blandi,San Lorenzo de Almagro,Argentina,SAF,75,ST,3,4,H / M,61,76,59,70,38,67,181,371,1839
1888,Guilherme,Evkur Yeni Malatyaspor,Brazil,Süper Lig,75,RM,4,3,H / L,91,66,69,77,51,65,174,419,1978
1889,Jeff Hendrick,Burnley,Republic of Ireland,Premier League,75,RM,3,3,M / H,68,68,74,75,70,75,183,430,2074
1890,Łukasz Teodorczyk,Udinese,Poland,Serie A TIM,75,ST,3,2,H / M,63,74,60,66,33,77,188,373,1779
1891,Recio,CD Leganés,Spain,LaLiga Santander,75,CM,3,3,M / M,40,67,73,71,72,71,183,394,1948
1892,Gabriel,Lecce,Brazil,Serie A TIM,75,GK,1,2,M / M,77,73,68,79,38,73,193,408,876
1893,Alfred Gomis,Dijon FCO,Senegal,Ligue 1 Conforama,75,GK,1,3,M / M,77,74,70,75,43,75,194,414,925
1894,Jonathan Schmid,Sport-Club Freiburg,France,Bundesliga,75,RB,3,3,H / L,76,64,74,75,69,75,179,433,2090
1895,Konstantinos Stafylidis,TSG 1899 Hoffenheim,Greece,Bundesliga,75,LWB,3,3,M / M,75,64,68,73,72,74,178,426,2030
1896,Stuart Armstrong,Southampton,Scotland,Premier League,75,CAM,3,4,H / H,75,73,72,74,64,72,183,430,2027
1897,Abdoulay Diaby,Sporting CP,Mali,Liga NOS,75,RW,3,2,H / M,93,71,67,75,38,63,172,407,1955
1898,Fabrício,Urawa Red Diamonds,Brazil,Meiji Yasuda J1 League,75,ST,4,2,H / M,67,76,66,76,36,77,183,398,1948
1899,Rodrigo Ely,D. Alavés,Brazil,LaLiga Santander,75,CB,2,2,M / H,58,32,43,53,75,76,188,337,1498
1900,Emiliano Martinez,Arsenal,Argentina,Premier League,75,GK,1,3,M / M,75,74,76,76,59,73,193,433,1058
1901,Fabián Castillo,Querétaro,Colombia,LIGA Bancomer MX,75,LM,4,4,M / L,91,70,64,81,44,66,174,416,1935
1902,Diego Chará,Portland Timbers,Colombia,Major League Soccer,75,CDM,3,4,H / H,80,60,66,71,72,78,172,427,2009
1903,Koffi Djidji,Torino,Côte d'Ivoire,Serie A TIM,75,CB,2,3,L / H,65,32,55,66,75,71,184,364,1685
1904,Paul Dummett,Newcastle United,Wales,Premier League,75,CB,2,2,M / M,66,40,63,67,76,72,183,384,1825
1905,Bouna Sarr,Olympique de Marseille,France,Ligue 1 Conforama,75,RB,3,3,H / M,82,66,69,74,71,71,177,433,2017
1906,Paulo Gazzaniga,Tottenham Hotspur,Argentina,Premier League,75,GK,1,3,M / M,76,74,84,78,63,75,196,450,1053
1907,Nathaniel Chalobah,Watford,England,Premier League,75,CDM,3,3,M / M,64,61,70,74,72,71,185,412,1930
1908,Silviu Lung,Kayserispor,Romania,Süper Lig,75,GK,1,3,M / M,74,71,69,76,38,75,189,403,935
1909,Jetro Willems,Newcastle United,Holland,Premier League,75,LWB,3,4,H / L,74,62,76,76,71,76,177,435,2062
1910,Sam Johnstone,West Bromwich Albion,England,EFL Championship,75,GK,1,3,M / M,79,74,70,77,45,73,193,418,895
1911,Luciano Aued,Universidad Católica,Argentina,Campeonato Scotiabank,75,CM,3,3,M / M,57,68,73,72,67,77,182,414,1992
1912,Solly March,Brighton & Hove Albion,England,Premier League,75,LM,3,2,H / H,77,68,72,77,50,60,180,404,1871
1913,Kenneth Omeruo,CD Leganés,Nigeria,LaLiga Santander,75,CB,2,3,L / M,70,32,50,58,73,78,185,361,1652
1914,Leandro Fernández,Vélez Sarsfield,Argentina,SAF,75,ST,3,4,H / M,81,75,65,73,36,72,178,402,1902
1915,Clinton Mata,Club Brugge KV,Angola,Belgium Pro League,75,RB,4,3,H / H,84,61,69,76,71,78,180,439,2080
1916,Robin Quaison,1. FSV Mainz 05,Sweden,Bundesliga,75,CF,3,3,M / M,77,73,69,78,51,70,183,418,1952
1917,Óscar Plano,R. Valladolid CF,Spain,LaLiga Santander,75,RM,3,4,H / H,81,70,74,76,54,69,182,424,2008
1918,Stefan Mitrovic,RC Strasbourg Alsace,Serbia,Ligue 1 Conforama,75,CB,2,5,L / M,39,34,49,55,77,77,189,331,1569
1919,José Juan Vázquez,Santos Laguna,Mexico,LIGA Bancomer MX,75,CDM,2,3,M / H,74,53,68,67,74,70,166,406,1962
1920,Siebe Schrijvers,Club Brugge KV,Belgium,Belgium Pro League,75,CF,3,4,H / H,74,75,72,77,48,70,180,416,2022
1921,Joshua Brenet,TSG 1899 Hoffenheim,Holland,Bundesliga,75,LWB,3,3,H / M,87,36,62,72,71,69,181,397,1782
1922,André Ramalho,FC Red Bull Salzburg,Brazil,Österreichische Fußball-Bundesliga,75,CB,2,5,M / M,47,60,66,66,75,74,182,388,1917
1923,Abdoulaye Touré,FC Nantes,France,Ligue 1 Conforama,75,CDM,3,3,M / H,47,56,61,62,74,80,188,380,1737
1924,Darwin Machís,Granada CF,Venezuela,LaLiga Santander,75,LM,4,4,H / M,88,74,68,78,38,67,174,413,1949
1925,Louis Schaub,1. FC Köln,Austria,Bundesliga,75,CAM,3,3,H / M,74,66,71,81,38,66,177,396,1873
1926,Luca Zuffi,FC Basel,Switzerland,Raiffeisen Super League,75,CAM,3,4,M / H,66,73,80,72,71,71,180,433,2091
1927,Marc-Oliver Kempf,VfB Stuttgart,Germany,Bundesliga 2,75,CB,2,3,M / M,67,38,54,60,75,77,186,371,1724
1928,John McGinn,Aston Villa,Scotland,Premier League,75,CM,3,4,H / H,73,66,71,75,70,78,178,433,2056
1929,Carles Gil,New England Revolution,Spain,Major League Soccer,75,CAM,4,4,H / L,65,68,75,76,39,55,170,378,1846
1930,Lisandro Magallán,Ajax,Argentina,Eredivisie,75,CB,2,3,L / M,56,38,52,59,75,79,185,359,1653
1931,Moussa Konaté,Amiens SC,Senegal,Ligue 1 Conforama,75,ST,3,4,H / M,83,71,55,73,23,66,183,371,1753
1932,Danilo Cataldi,Lazio,Italy,Serie A TIM,75,CM,3,3,M / M,68,69,75,73,68,65,180,418,2017
1933,Marc Schnatterer,1. FC Heidenheim 1846,Germany,Bundesliga 2,75,RM,3,4,H / M,70,78,77,73,35,61,180,394,1928
1934,Neal Maupay,Brighton & Hove Albion,France,Premier League,75,ST,3,3,M / M,75,73,66,72,41,69,171,396,1890
1935,Kevin Möhwald,SV Werder Bremen,Germany,Bundesliga,75,CM,3,2,M / M,59,70,76,74,61,67,183,407,1963
1936,Kevin Akpoguma,TSG 1899 Hoffenheim,Germany,Bundesliga,75,CB,2,4,M / M,73,48,54,60,76,71,192,382,1709
1937,Janik Haberer,Sport-Club Freiburg,Germany,Bundesliga,75,CM,3,3,M / M,65,63,71,75,61,70,186,405,1925
1938,Nicolae Stanciu,Slavia Praha,Romania,Česká Liga,75,CAM,3,4,M / M,69,72,75,78,34,62,170,390,1911
1939,Medrán,Valencia CF,Spain,LaLiga Santander,75,CM,3,4,M / M,60,68,77,72,63,54,176,394,1942
1940,Wesley Saïd,Toulouse Football Club,France,Ligue 1 Conforama,75,ST,3,2,M / L,77,74,68,78,29,55,171,381,1803
1941,Hernâni,Levante UD,Portugal,LaLiga Santander,75,RM,4,2,M / L,92,68,68,80,29,56,178,393,1857
1942,William Troost-Ekong,Udinese,Nigeria,Serie A TIM,75,CB,2,3,L / M,65,32,45,45,76,77,191,340,1557
1943,Diego Valdés,Santos Laguna,Chile,LIGA Bancomer MX,75,CAM,4,3,H / H,79,68,72,74,52,70,178,415,1961
1944,Ryan Christie,Celtic,Scotland,Scottish Premiership,75,CAM,3,4,H / H,77,70,70,76,63,77,178,433,2030
1945,Daniel Torres,D. Alavés,Colombia,LaLiga Santander,75,CDM,3,3,M / H,53,61,68,69,72,79,183,402,1951
1946,Postigo,Levante UD,Spain,LaLiga Santander,75,CB,2,3,L / M,57,43,54,58,76,76,185,364,1670
1947,Bruno Bianchi,Atlético Tucumán,Argentina,SAF,75,CB,2,3,L / M,57,35,55,60,76,75,183,358,1625
1948,Julio Furch,Santos Laguna,Argentina,LIGA Bancomer MX,75,ST,3,3,M / L,56,75,61,66,39,79,187,376,1801
1949,Héctor Villalba,Atlanta United,Paraguay,Major League Soccer,75,RM,4,4,H / M,92,74,64,79,45,63,172,417,1953
1950,Christian Mathenia,1. FC Nürnberg,Germany,Bundesliga 2,75,GK,1,1,M / M,76,70,64,79,47,74,189,410,862
1951,Jason,Valencia CF,Spain,LaLiga Santander,75,RM,3,4,M / L,77,73,71,76,45,64,178,406,1939
1952,Kenedy,Chelsea,Brazil,Premier League,75,LM,4,2,H / H,76,67,71,78,57,61,182,410,1949
1953,Jemerson,AS Monaco Football Club SA,Brazil,Ligue 1 Conforama,75,CB,2,2,M / M,65,35,50,59,76,75,184,360,1677
1954,Seko Fofana,Udinese,Côte d'Ivoire,Serie A TIM,75,CM,3,4,H / H,72,67,69,76,68,75,184,427,1986
1955,Arijan Ademi,GNK Dinamo Zagreb,FYR Macedonia,Croatia Liga,75,CDM,3,3,H / H,61,60,64,66,73,80,185,404,1852
1956,Sandro,R. Valladolid CF,Spain,LaLiga Santander,75,ST,3,4,H / M,68,76,65,78,30,64,175,381,1873
1957,Alexis Martín Arias,Gimnasia y Esgrima La Plata,Argentina,SAF,75,GK,1,3,M / M,81,68,76,77,62,73,185,437,903
1958,Zaldúa,Real Sociedad,Spain,LaLiga Santander,75,RB,2,3,M / M,65,34,63,62,77,64,176,365,1725
1959,Alberto Grassi,Parma,Italy,Serie A TIM,75,CM,2,3,M / M,67,63,73,74,67,64,183,408,1945
1960,Gennaro Tutino,Hellas Verona,Italy,Serie A TIM,75,CF,3,3,H / M,77,75,71,75,35,66,177,399,1913
1961,Demarai Gray,Leicester City,England,Premier League,75,LW,4,3,H / M,88,67,67,80,37,55,180,394,1802
1962,Erick Gutiérrez,PSV,Mexico,Eredivisie,75,CM,4,2,H / M,75,71,74,74,64,66,177,424,2001
1963,Lovre Kalinic,Aston Villa,Croatia,Premier League,75,GK,1,2,M / M,80,74,43,78,30,75,201,380,787
1964,Carlos Fernández,Granada CF,Spain,LaLiga Santander,75,ST,3,3,M / M,67,76,58,75,27,69,186,372,1732
1965,Nikola Vukcevic,Levante UD,Montenegro,LaLiga Santander,75,CDM,3,3,M / H,55,51,66,68,75,77,184,392,1914
1966,Germán Conti,SL Benfica,Argentina,Liga NOS,75,CB,2,2,L / M,66,38,53,49,76,74,194,356,1633
1967,Miloš Veljkovic,SV Werder Bremen,Serbia,Bundesliga,75,CB,2,3,M / M,63,31,57,60,75,72,184,358,1676
1968,Joe Lolley,Nottingham Forest,England,EFL Championship,75,RM,4,3,H / M,84,67,69,78,49,56,178,403,1909
1969,Andrea Conti,Milan,Italy,Serie A TIM,75,RM,3,2,H / H,75,59,70,75,73,66,184,418,1971
1970,Danilo,OGC Nice,Brazil,Ligue 1 Conforama,75,CM,3,3,M / M,67,66,71,73,74,75,183,426,2081
1971,Alexander Nübel,FC Schalke 04,Germany,Bundesliga,75,GK,1,5,M / M,75,69,77,81,49,74,193,425,854
1972,Kalvin Phillips,Leeds United,England,EFL Championship,75,CDM,3,3,M / H,67,66,69,69,72,83,178,426,2023
1973,Jarrod Bowen,Hull City,England,EFL Championship,75,RM,4,3,M / M,79,72,67,77,43,64,175,402,1911
1974,Marius Wolf,Borussia Dortmund,Germany,Bundesliga,75,RB,3,4,H / M,81,70,73,75,68,77,188,444,2065
1975,Junling Yan,Shanghai SIPG FC,China PR,CSL,75,GK,1,1,M / M,73,71,70,79,53,75,191,421,946
1976,Mason Holgate,Everton,England,Premier League,75,RB,3,3,M / M,70,42,66,66,76,71,184,391,1814
1977,Percy Tau,Club Brugge KV,South Africa,Belgium Pro League,75,RW,4,4,M / L,79,73,69,79,36,44,168,380,1862
1978,Vincent Koziello,1. FC Köln,France,Bundesliga,75,CM,4,4,M / H,74,64,73,76,66,53,168,406,2013
1979,Emiliano Velázquez,Rayo Vallecano,Uruguay,LaLiga 1 I 2 I 3,75,CB,2,3,H / M,51,47,49,57,76,76,185,356,1616
1980,Anuar Mohamed Tuhami,R. Valladolid CF,Morocco,LaLiga Santander,75,CDM,3,3,H / H,74,62,69,72,73,73,172,423,1999
1981,Moussa Niakhaté,1. FSV Mainz 05,France,Bundesliga,75,CB,2,3,M / M,72,39,59,64,74,79,190,387,1755
1982,Vincent Janssen,Monterrey,Holland,LIGA Bancomer MX,75,ST,3,4,H / L,61,76,57,69,32,70,184,365,1752
1983,Jakub Jankto,Sampdoria,Czech Republic,Serie A TIM,75,CM,4,3,H / H,77,70,73,76,67,64,180,427,2018
1984,Sada Thioub,Angers SCO,Senegal,Ligue 1 Conforama,75,RM,3,4,M / M,81,72,69,76,30,67,179,395,1821
1985,Cristian Borja,Sporting CP,Colombia,Liga NOS,75,LB,3,2,M / M,86,49,65,69,71,71,180,411,1862
1986,Melero,Levante UD,Spain,LaLiga Santander,75,CDM,3,3,M / M,61,73,71,70,73,71,183,419,2038
1987,Gastón Giménez,Vélez Sarsfield,Argentina,SAF,75,CM,4,3,M / M,62,62,75,76,66,81,188,422,1974
1988,Benjamin Henrichs,AS Monaco Football Club SA,Germany,Ligue 1 Conforama,75,RB,4,4,H / M,76,53,70,77,72,68,183,416,1956
1989,Oussama Idrissi,AZ,Morocco,Eredivisie,75,LW,4,2,H / M,83,70,70,79,29,67,183,398,1838
1990,Michel Vlap,RSC Anderlecht,Holland,Belgium Pro League,75,CAM,3,4,H / M,73,77,70,73,47,69,191,409,1946
1991,Marko Pjaca,Piemonte Calcio,Croatia,Serie A TIM,75,LW,3,4,H / M,77,67,74,83,41,67,186,409,1948
1992,Tom Davies,Everton,England,Premier League,75,CM,3,3,H / M,66,62,73,75,65,69,185,410,1937
1993,Suat Serdar,FC Schalke 04,Germany,Bundesliga,75,CM,3,3,M / M,68,62,69,75,71,78,184,423,1961
1994,Amadou Diawara,Roma,Guinea,Serie A TIM,75,CM,3,3,M / H,64,54,73,77,72,73,184,413,1932
1995,Renato Sanches,LOSC Lille,Portugal,Ligue 1 Conforama,75,CM,3,4,H / H,76,72,69,77,70,82,176,446,2123
1996,Filip Krovinovic,West Bromwich Albion,Croatia,EFL Championship,75,CAM,4,4,M / M,67,69,73,77,60,62,177,408,1969
1997,Jhon Lucumi,KRC Genk,Colombia,Belgium Pro League,75,CB,2,3,M / H,70,28,54,60,74,76,185,362,1649
1998,Gonzalo Montiel,Núñez,Argentina,SAF,75,RB,3,3,H / M,84,49,64,69,72,80,175,418,1934
1999,Joris Gnagnon,Stade Rennais FC,France,Ligue 1 Conforama,75,CB,2,2,M / M,62,33,46,59,73,78,182,351,1593
2000,Felix Uduokhai,FC Augsburg,Germany,Bundesliga,75,CB,2,3,M / M,66,39,53,60,75,71,192,364,1670
2001,Bernardo,Brighton & Hove Albion,Brazil,Premier League,75,LB,3,3,M / M,70,49,62,67,76,72,186,396,1868
2002,Dean Henderson,Sheffield United,England,Premier League,75,GK,1,2,M / M,75,71,72,76,51,73,190,418,870
2003,Ionut Andrei Radu,Genoa,Romania,Serie A TIM,75,GK,1,2,M / M,79,69,72,80,42,74,188,416,823
2004,Luiz Araújo,LOSC Lille,Brazil,Ligue 1 Conforama,75,LM,3,2,H / M,89,63,68,79,38,52,175,389,1852
2005,Diogo Dalot,Manchester United,Portugal,Premier League,75,RB,3,3,H / M,80,60,71,77,70,77,183,435,2029
2006,Harvey Barnes,Leicester City,England,Premier League,75,LW,3,4,H / M,78,69,71,76,45,57,174,396,1847
2007,Panagiotis Retsos,Bayer 04 Leverkusen,Greece,Bundesliga,75,CB,2,3,M / H,68,35,59,57,75,71,186,365,1680
2008,Dylan Bronn,KAA Gent,Tunisia,Belgium Pro League,75,CB,3,3,H / M,66,63,67,65,75,76,184,412,1958
2009,Fran Beltrán,RC Celta,Spain,LaLiga Santander,75,CDM,3,3,M / M,68,53,72,74,75,65,170,407,1936
2010,Darko Brašanac,CA Osasuna,Serbia,LaLiga Santander,75,CM,3,3,M / H,52,68,71,71,71,73,178,406,1977
2011,Erick Cabaco,Levante UD,Uruguay,LaLiga Santander,75,CB,2,3,L / H,61,41,48,55,75,77,186,357,1653
